"","avgScore09","avgFG09","avgTP09","avgFT09","avgRB09","avgASS09","avgTO09","avgSTL09","avgBL09","avgPF09","GP09"
"73",67.5151515151515,23.9393939393939,5.51515151515152,14.1212121212121,34.030303030303,14.0606060606061,13.7878787878788,6.33333333333333,3.51515151515152,19,2
"81",78.0294117647059,26.5882352941176,7.23529411764706,17.6176470588235,56.6764705882353,13.3823529411765,12.3235294117647,8.5,4.08823529411765,18.0294117647059,3
"90",78.09375,27.625,5.9375,16.90625,37.875,12.40625,14,8.375,3.71875,18.3125,1
"99",68.6176470588235,23.5294117647059,6.23529411764706,15.3235294117647,41.9117647058824,12.2647058823529,15.6764705882353,8.17647058823529,5.82352941176471,18.8235294117647,1
"111",78.8,28.5333333333333,7.4,14.3333333333333,44.4,15,11.4333333333333,7.5,5,16.1333333333333,3
"128",64.6060606060606,25.0909090909091,5.54545454545455,8.87878787878788,24.6060606060606,17.6060606060606,12.3636363636364,5.75757575757576,3.60606060606061,15.0606060606061,1
"142",77.125,27.0625,6.46875,16.53125,45.1875,16.21875,14.59375,6.84375,4.28125,19.28125,3
"157",73.9393939393939,26.7878787878788,8.06060606060606,12.3030303030303,56.1818181818182,16.5757575757576,13.6666666666667,9.27272727272727,6.18181818181818,17.1515151515152,4
"161",74.9090909090909,26.6969696969697,6,15.5151515151515,53.9393939393939,15.2424242424242,12.0909090909091,7.60606060606061,6.06060606060606,17.3030303030303,2
"166",78.8484848484848,26.4848484848485,7.06060606060606,18.8181818181818,40.8181818181818,15.4848484848485,11.7272727272727,8.09090909090909,2.96969696969697,17.8484848484848,2
"168",71.4545454545455,26.2424242424242,5.75757575757576,13.2121212121212,41.3030303030303,14.6666666666667,12.4848484848485,7.72727272727273,4.27272727272727,16.5757575757576,2
"172",74.0588235294118,26,5.82352941176471,16.2352941176471,59.7647058823529,13.8235294117647,12.4411764705882,8.82352941176471,6.17647058823529,17.4705882352941,3
"176",66.84375,23.1875,8.65625,11.8125,20.40625,15.5625,11.28125,6.4375,2.59375,15.28125,2
"177",71.90625,25.375,5.15625,16,42.21875,15.90625,14.03125,6.40625,2.84375,19.03125,6
"178",66.1612903225806,23.6129032258065,5.74193548387097,13.1935483870968,41.6774193548387,14.0645161290323,14.4838709677419,8.35483870967742,6.29032258064516,17.6774193548387,1
"180",74.0294117647059,24.5882352941176,8.23529411764706,16.6176470588235,43.6470588235294,12.5,14.0882352941176,6.91176470588235,7.35294117647059,16.7647058823529,1
"181",81.1176470588235,29.4117647058824,7.05882352941176,15.2352941176471,49.1176470588235,18.2941176470588,12.3529411764706,10.5588235294118,3.85294117647059,19.8823529411765,4
"187",69.34375,23.71875,5.09375,16.8125,36.6875,12.40625,15.40625,6.40625,3.96875,19.21875,2
"188",66.9393939393939,24.5454545454545,5.12121212121212,12.7272727272727,41.9393939393939,11.2121212121212,13.0909090909091,6.48484848484848,3.12121212121212,19,1
"195",79.1333333333333,27.9333333333333,7.03333333333333,16.2333333333333,50.4,14.6333333333333,11.7,7,3.13333333333333,16.1666666666667,1
"214",89.3870967741936,31.3548387096774,6.80645161290323,19.8709677419355,60.5483870967742,18.1935483870968,13,8.29032258064516,5.29032258064516,15.8709677419355,6
"220",67.6969696969697,22.6060606060606,6.36363636363636,16.1212121212121,41.1515151515151,12.2121212121212,11.6060606060606,4.24242424242424,2.42424242424242,18.1212121212121,1
"226",66.6875,23.5625,6.53125,13.03125,42.09375,13.28125,13.09375,5.90625,5.25,14.96875,1
"228",79.1875,27.25,6.90625,17.78125,52.75,14.34375,13.71875,6.9375,4.46875,17.40625,4
"229",81.1212121212121,27.030303030303,9.33333333333333,17.7272727272727,38.9393939393939,12.5757575757576,12.4242424242424,7.66666666666667,2.45454545454545,21.3333333333333,2
"238",77.7096774193548,29.258064516129,6.19354838709677,13,59.6129032258064,17.9032258064516,12.0967741935484,7.12903225806452,3.80645161290323,16.4516129032258,4
"240",73.7096774193548,26.1290322580645,9.67741935483871,11.7741935483871,28.5483870967742,15.1612903225806,13.6129032258065,7.54838709677419,2.87096774193548,16.6774193548387,1
"245",69.3529411764706,24.8235294117647,6.70588235294118,13,37.4411764705882,15.1176470588235,11.6470588235294,7.23529411764706,4.82352941176471,17.3529411764706,3
"247",74.7931034482759,26.5172413793103,4.75862068965517,17,46.4827586206897,13.8620689655172,16.5172413793103,6.13793103448276,4.37931034482759,18.4827586206897,1
"252",70.7352941176471,25.1470588235294,6.5,13.9411764705882,42.3529411764706,15.2941176470588,15.4117647058824,8.61764705882353,3.35294117647059,19.8823529411765,1
"272",64.2222222222222,23.8888888888889,5.55555555555556,10.8888888888889,50.8148148148148,12.4444444444444,11.9259259259259,5.66666666666667,3.07407407407407,18.4074074074074,1
"273",77.6666666666667,28.9090909090909,5.18181818181818,14.6666666666667,55.5151515151515,15.2727272727273,13.0606060606061,8.84848484848485,4.6969696969697,14.7575757575758,2
"293",80.9705882352941,29.3235294117647,6.85294117647059,15.4705882352941,34.0882352941176,18.1764705882353,15.1764705882353,7.64705882352941,5.08823529411765,15.6764705882353,3
"296",68.969696969697,25.0606060606061,7.63636363636364,11.2121212121212,33.969696969697,15.5757575757576,12.6363636363636,5.57575757575758,4.15151515151515,17.1212121212121,1
"297",78.4848484848485,28.2727272727273,6.60606060606061,15.3333333333333,42.3939393939394,16.3030303030303,13.3636363636364,6.6969696969697,3.72727272727273,19,1
"300",72.3333333333333,26.2121212121212,4.60606060606061,15.3030303030303,28.6666666666667,12.969696969697,12.5151515151515,6.24242424242424,5.54545454545455,19.1818181818182,2
"301",71.71875,23.9375,6.03125,17.8125,43.0625,12.1875,12.84375,4.96875,3.875,17.125,2
"317",76,28.0606060606061,7.48484848484848,12.3939393939394,34.6363636363636,15.6969696969697,12.3636363636364,8.36363636363636,3.21212121212121,16.8787878787879,2
"325",68.3636363636364,24.9090909090909,3.75757575757576,14.7878787878788,30.6969696969697,12.3939393939394,14.030303030303,6.27272727272727,4.66666666666667,16.3939393939394,2
"328",70.96875,24,7.1875,15.78125,46.96875,13.375,13.625,5.03125,4.9375,18.59375,1
"329",72.9090909090909,25.8181818181818,6.45454545454545,14.8181818181818,36.6363636363636,16.2727272727273,11.3939393939394,4.90909090909091,2.51515151515152,15.3939393939394,1
"333",72,25.6363636363636,6.54545454545455,14.1818181818182,46.6060606060606,13.7878787878788,12.6969696969697,7.63636363636364,4.57575757575758,19.3030303030303,1
"337",76.5454545454545,25.969696969697,6.60606060606061,18,40.2424242424242,14.8484848484848,13.3636363636364,7.96969696969697,3.21212121212121,18.969696969697,5
"343",72.0967741935484,25.3870967741935,7.80645161290323,13.5161290322581,51.6774193548387,13.4838709677419,13.3870967741935,5.64516129032258,3.2258064516129,17.5161290322581,2
"348",81.3666666666667,29.3333333333333,4.03333333333333,18.6666666666667,54.5333333333333,13.1666666666667,15.8,8.46666666666667,5.43333333333333,18.7666666666667,1
"349",78.9393939393939,27.9393939393939,4.24242424242424,18.8181818181818,45.2727272727273,13.0909090909091,14.8787878787879,7.57575757575758,2.81818181818182,19.4545454545455,2
"352",72.3823529411765,25.5294117647059,6.64705882352941,14.6764705882353,42.4705882352941,15.2941176470588,12.0294117647059,6.79411764705882,4.55882352941176,18.7941176470588,1
"358",64.3870967741936,22.4838709677419,6.48387096774194,12.9354838709677,19.3870967741935,12.1935483870968,10.1290322580645,4.96774193548387,2.64516129032258,15.8064516129032,2
"362",72.375,24.34375,6.875,16.8125,51.6875,13.46875,15,5.375,5.125,18.625,3
