"","avgScore05","avgFG05","avgTP05","avgFT05","avgRB05","avgASS05","avgTO05","avgSTL05","avgBL05","avgPF05","GP05"
"230",70.3125,25.125,6,14.0625,47.28125,16.09375,12.0625,9.625,4.46875,17.125,1
"234",72.4137931034483,25.448275862069,6.31034482758621,15.2068965517241,56.9655172413793,14.9655172413793,13.9310344827586,5.10344827586207,3.24137931034483,14.448275862069,2
"235",68.4642857142857,23.5357142857143,6.5,14.8928571428571,44.75,14.3928571428571,15.6428571428571,7.92857142857143,3.21428571428571,19.6785714285714,1
"238",72.3571428571429,25.4642857142857,5.96428571428571,15.4642857142857,42.2857142857143,15.3214285714286,14.6071428571429,6.5,4.17857142857143,17,1
"256",66.875,24.96875,5.90625,11.03125,39.9375,13.40625,12.8125,8.875,2.875,19.1875,2
"268",61.2962962962963,22.4444444444444,3.37037037037037,13.037037037037,38.9259259259259,11.037037037037,14.1851851851852,9.11111111111111,3.81481481481481,17.6666666666667,1
"288",69.9677419354839,23.4193548387097,6.93548387096774,16.1935483870968,44.5161290322581,11.3225806451613,15.5483870967742,6.03225806451613,3.32258064516129,18.2903225806452,1
"290",70.1,25,4,16.1,38.9666666666667,12.2666666666667,14.0666666666667,6.73333333333333,2.8,18.0333333333333,1
"293",75.4848484848485,27.969696969697,4.63636363636364,14.9090909090909,45.7878787878788,15.6666666666667,13.3636363636364,8.09090909090909,4.66666666666667,15.9393939393939,1
"300",77.3448275862069,26.2413793103448,7.86206896551724,17,40.5862068965517,13.3793103448276,14.2068965517241,6.06896551724138,4.24137931034483,17.551724137931,1
"303",77.5333333333333,28.2333333333333,4.56666666666667,16.5,42.4333333333333,16.8333333333333,12.8666666666667,7.76666666666667,3.96666666666667,17.0333333333333,3
"312",77.8064516129032,27.4838709677419,6.58064516129032,16.258064516129,47.0322580645161,15.6774193548387,13.3870967741935,11.7741935483871,3.06451612903226,19.3548387096774,2
"316",68.2758620689655,23.4137931034483,8.31034482758621,13.1379310344828,35.7586206896552,15.3103448275862,15.1724137931034,6.6551724137931,4.10344827586207,19,1
"317",74,25.7857142857143,6.42857142857143,16,37.5714285714286,14.3214285714286,16.1071428571429,5.85714285714286,2.57142857142857,18.4642857142857,1
"318",72.3448275862069,25.9310344827586,6.55172413793103,13.9310344827586,36.6206896551724,12.1034482758621,15.4827586206897,9.37931034482759,2.89655172413793,19.3793103448276,1
"328",67.3666666666667,23.7,4.33333333333333,15.6333333333333,39.1333333333333,14.4333333333333,14.4333333333333,5.93333333333333,2.83333333333333,14.4666666666667,3
"329",72.9677419354839,26.8064516129032,5.74193548387097,13.6129032258065,41.1612903225806,17.2258064516129,12.3870967741935,5.58064516129032,2.87096774193548,13.7096774193548,1
"331",75.65625,25.9375,6.03125,17.75,48.03125,16.5,12.375,7.375,2.8125,16.8125,1
"336",72.6,25.3666666666667,8.5,13.3666666666667,55.1333333333333,15.8,11.8666666666667,6.73333333333333,1.9,15.8333333333333,2
"337",73.7586206896552,25.4827586206897,7.10344827586207,15.6896551724138,52.551724137931,12.3793103448276,12.6206896551724,8.24137931034483,5.68965517241379,18.4137931034483,3
"348",84.7096774193548,29.1935483870968,7.54838709677419,18.7741935483871,60.3870967741936,15.8709677419355,14.5483870967742,8.61290322580645,3.64516129032258,19.2903225806452,2
"349",86.2258064516129,31.5161290322581,7.45161290322581,15.741935483871,59.7096774193548,19.3548387096774,14.6129032258065,8.35483870967742,2.61290322580645,20.6774193548387,3
"352",70.2258064516129,24.4838709677419,8.93548387096774,12.3225806451613,33.9354838709677,16.1935483870968,11.3870967741935,8.16129032258065,3.74193548387097,14.6451612903226,4
"354",73.8888888888889,25.5925925925926,7.74074074074074,14.962962962963,56.1111111111111,13.5185185185185,13.6666666666667,8.2962962962963,3.51851851851852,19.4444444444444,3
"357",66.7586206896552,22.6206896551724,6.72413793103448,14.7931034482759,44.9655172413793,13.8620689655172,14,7.89655172413793,3.75862068965517,18.9310344827586,1
"358",67.1666666666667,23.2,7.23333333333333,13.5333333333333,48.7666666666667,13.0666666666667,11.4666666666667,5.46666666666667,1.96666666666667,15.3333333333333,4
